"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C04283V05060","Education Attainment Level","C02076V02508","Age Group","UNIT","VALUE"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","66.9"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","57.1"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","57.7"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","53.7"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","75.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","68.7"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","74.9"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","79.7"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","76.2"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","78.3"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","86.1"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","81.3"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","79.3"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","73.1"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","63.8"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","87.7"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","77.9"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","87.4"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","90.4"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","91"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","91.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","90.6"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","91"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","90.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","85.3"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","64.6"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","-","All ages","%","67.8"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","4251","25 - 54 years","%","72.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","440","30 - 34 years","%","84.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","475","40 - 44 years","%","77.5"
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","-","Both sexes","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","-","All ages","%","83.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","68.7"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","82.4"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","88.5"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","89.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","89.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","91.4"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","90.4"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","86.3"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","81.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","69.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","65.5"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","67.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","62"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","75.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","75.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","64"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","67.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","63.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","82.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","68.5"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","79.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","87.5"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","86.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","89.7"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","91.7"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","87.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","89.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","83.3"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","72.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","-","All ages","%","91.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","78.2"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","87.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","93.9"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","94.8"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","95.4"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","94.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","96.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","93.5"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","88.3"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","70.6"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","-","All ages","%","77.3"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","4251","25 - 54 years","%","79.1"
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","1","Male","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","-","All ages","%","75.1"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","69.2"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","79.1"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","79.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","79.7"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","77.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","83.2"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","80.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","76.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","68.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","53.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","42.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","44.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","58.4"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","49.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","45.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","44.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","41.4"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","68.4"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","68.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","68.5"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","71.1"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","65.8"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","65.7"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","79.3"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","74.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","71.2"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","64.7"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","55.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","-","All ages","%","85"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","77.7"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","87"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","87.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","87.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","88.4"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","87.8"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","86.9"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","87.7"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","82.6"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","59.1"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","-","All ages","%","57.5"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","4251","25 - 54 years","%","64.1"
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20232","2023Q2","2","Female","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","-","All ages","%","79.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","70.4"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","81.8"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","83.5"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","83.7"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","83.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","85.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","85.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","81.4"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","75.7"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","59.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","54.8"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","56.9"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","54.2"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","48"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","60.1"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","59.3"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","62.3"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","59.4"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","49.6"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","75.9"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","70.3"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","78.5"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","79.8"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","73.4"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","79.2"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","83.8"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","82.4"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","79.6"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","74.5"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","61.8"
"QLF50C01","Employment rate","20233","2023Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","87"
